FIPS,Primary County Coordinates,County,City,Year,Estimate
1972345,"(42.0362415, -93.4650448)",Story,Sheldahl (pt.),July 01 2010,156
1973515,"(42.0362415, -93.4650448)",Story,Slater,July 01 2010,1490
1975675,"(42.0362415, -93.4650448)",Story,Story City,July 01 2010,3435
1987555,"(42.0362415, -93.4650448)",Story,Zearing,July 01 2010,554
1999990,"(42.0362415, -93.4650448)",Story,Balance of Story County,July 01 2010,8677
1912990,"(42.0362415, -92.5325425)",Tama,Chelsea,July 01 2010,264
1914655,"(42.0798117, -92.5325425)",Tama,Clutier,July 01 2010,212
1923160,"(42.0798117, -92.5325425)",Tama,Dysart,July 01 2010,1373
1924375,"(42.0798117, -92.5325425)",Tama,Elberon,July 01 2010,195
1930045,"(42.0798117, -92.5325425)",Tama,Garwin,July 01 2010,525
1931035,"(42.0798117, -92.5325425)",Tama,Gladbrook,July 01 2010,942
1944220,"(42.0798117, -92.5325425)",Tama,Le Grand (pt.),July 01 2010,0
1945255,"(42.0798117, -92.5325425)",Tama,Lincoln,July 01 2010,162
1953670,"(42.0798117, -92.5325425)",Tama,Montour,July 01 2010,248
1977115,"(42.0798117, -92.5325425)",Tama,Tama,July 01 2010,2869
1978510,"(42.0798117, -92.5325425)",Tama,Toledo,July 01 2010,2335
1978735,"(42.0798117, -92.5325425)",Tama,Traer,July 01 2010,1698
1981120,"(42.0798117, -92.5325425)",Tama,Vining,July 01 2010,50
1999990,"(42.0798117, -92.5325425)",Tama,Balance of Tama County,July 01 2010,6845
1905365,"(42.0798117, -94.6964148)",Taylor,Bedford,July 01 2010,1440
1906985,"(40.7374324, -94.6964148)",Taylor,Blockton,July 01 2010,192
1913980,"(40.7374324, -94.6964148)",Taylor,Clearfield (pt.),July 01 2010,357
1915960,"(40.7374324, -94.6964148)",Taylor,Conway,July 01 2010,41
1932520,"(40.7374324, -94.6964148)",Taylor,Gravity,July 01 2010,188
1944490,"(40.7374324, -94.6964148)",Taylor,Lenox (pt.),July 01 2010,1409
1956370,"(40.7374324, -94.6964148)",Taylor,New Market,July 01 2010,415
1972075,"(40.7374324, -94.6964148)",Taylor,Sharpsburg,July 01 2010,89
1999990,"(40.7374324, -94.6964148)",Taylor,Balance of Taylor County,July 01 2010,2188
1900595,"(40.7374324, -94.2423792)",Union,Afton,July 01 2010,843
1902800,"(41.0277304, -94.2423792)",Union,Arispe,July 01 2010,100
1917265,"(41.0277304, -94.2423792)",Union,Creston,July 01 2010,7822
1917490,"(41.0277304, -94.2423792)",Union,Cromwell,July 01 2010,107
1946515,"(41.0277304, -94.2423792)",Union,Lorimor,July 01 2010,359
1971940,"(41.0277304, -94.2423792)",Union,Shannon City (pt.),July 01 2010,66
1977565,"(41.0277304, -94.2423792)",Union,Thayer,July 01 2010,59
1999990,"(41.0277304, -94.2423792)",Union,Balance of Union County,July 01 2010,3155
1906625,"(41.0277304, -91.9499871)",Van Buren,Birmingham,July 01 2010,449
1907345,"(40.7532294, -91.9499871)",Van Buren,Bonaparte,July 01 2010,433
1910450,"(40.7532294, -91.9499871)",Van Buren,Cantril,July 01 2010,222
1926895,"(40.7532294, -91.9499871)",Van Buren,Farmington,July 01 2010,665
1940935,"(40.7532294, -91.9499871)",Van Buren,Keosauqua,July 01 2010,1007
1952500,"(40.7532294, -91.9499871)",Van Buren,Milton,July 01 2010,443
1975405,"(40.7532294, -91.9499871)",Van Buren,Stockport,July 01 2010,296
1999990,"(40.7532294, -91.9499871)",Van Buren,Balance of Van Buren County,July 01 2010,4064
1900640,"(40.7532294, -92.4094499)",Wapello,Agency,July 01 2010,639
1906850,"(41.0305845, -92.4094499)",Wapello,Blakesburg,July 01 2010,297
1913215,"(41.0305845, -92.4094499)",Wapello,Chillicothe,July 01 2010,97
1923970,"(41.0305845, -92.4094499)",Wapello,Eddyville (pt.),July 01 2010,802
1924420,"(41.0305845, -92.4094499)",Wapello,Eldon,July 01 2010,928
1941565,"(41.0305845, -92.4094499)",Wapello,Kirkville,July 01 2010,167
1960465,"(41.0305845, -92.4094499)",Wapello,Ottumwa,July 01 2010,25045
1999990,"(41.0305845, -92.4094499)",Wapello,Balance of Wapello County,July 01 2010,7691
1900235,"(41.0305845, -93.5613594)",Warren,Ackworth,July 01 2010,105
1906490,"(41.3343735, -93.5613594)",Warren,Bevington (pt.),July 01 2010,5
1910765,"(41.3343735, -93.5613594)",Warren,Carlisle (pt.),July 01 2010,3808
1917850,"(41.3343735, -93.5613594)",Warren,Cumming,July 01 2010,351
1921000,"(41.3343735, -93.5613594)",Warren,Des Moines (pt.),July 01 2010,215
1934680,"(41.3343735, -93.5613594)",Warren,Hartford,July 01 2010,777
1938280,"(41.3343735, -93.5613594)",Warren,Indianola,July 01 2010,14832
1942285,"(41.3343735, -93.5613594)",Warren,Lacona,July 01 2010,353
1949890,"(41.3343735, -93.5613594)",Warren,Martensdale,July 01 2010,465
1952455,"(41.3343735, -93.5613594)",Warren,Milo,July 01 2010,771
1956595,"(41.3343735, -93.5613594)",Warren,New Virginia,July 01 2010,489
1957675,"(41.3343735, -93.5613594)",Warren,Norwalk (pt.),July 01 2010,9037
1970095,"(41.3343735, -93.5613594)",Warren,St. Marys,July 01 2010,126
1970590,"(41.3343735, -93.5613594)",Warren,Sandyville,July 01 2010,51
1974685,"(41.3343735, -93.5613594)",Warren,Spring Hill,July 01 2010,63
1983910,"(41.3343735, -93.5613594)",Warren,West Des Moines (pt.),July 01 2010,38
1999990,"(41.3343735, -93.5613594)",Warren,Balance of Warren County,July 01 2010,14854
1900730,"(41.3343735, -91.7178676)",Washington,Ainsworth,July 01 2010,566
1908470,"(41.335591, -91.7178676)",Washington,Brighton,July 01 2010,654
1916140,"(41.335591, -91.7178676)",Washington,Coppock (pt.),July 01 2010,13
1917130,"(41.335591, -91.7178676)",Washington,Crawfordsville,July 01 2010,264
1940170,"(41.335591, -91.7178676)",Washington,Kalona,July 01 2010,2372
1940980,"(41.335591, -91.7178676)",Washington,Keota (pt.),July 01 2010,0
1967440,"(41.335591, -91.7178676)",Washington,Riverside,July 01 2010,1000
1982335,"(41.335591, -91.7178676)",Washington,Washington,July 01 2010,7262
1983280,"(41.335591, -91.7178676)",Washington,Wellman,July 01 2010,1409
1983775,"(41.335591, -91.7178676)",Washington,West Chester,July 01 2010,146
1999990,"(41.335591, -91.7178676)",Washington,Balance of Washington County,July 01 2010,8004
1901270,"(41.335591, -93.3273639)",Wayne,Allerton,July 01 2010,502
1914475,"(40.7394702, -93.3273639)",Wayne,Clio,July 01 2010,80
1916635,"(40.7394702, -93.3273639)",Wayne,Corydon,July 01 2010,1589
1937605,"(40.7394702, -93.3273639)",Wayne,Humeston,July 01 2010,495
1945435,"(40.7394702, -93.3273639)",Wayne,Lineville,July 01 2010,218
1952275,"(40.7394702, -93.3273639)",Wayne,Millerton,July 01 2010,45
1964875,"(40.7394702, -93.3273639)",Wayne,Promise City,July 01 2010,111
1971760,"(40.7394702, -93.3273639)",Wayne,Seymour,July 01 2010,703
1999990,"(40.7394702, -93.3273639)",Wayne,Balance of Wayne County,July 01 2010,2676
1904195,"(40.7394702, -94.1817881)",Webster,Badger,July 01 2010,559
1904645,"(42.4279662, -94.1817881)",Webster,Barnum,July 01 2010,190
1909955,"(42.4279662, -94.1817881)",Webster,Callender,July 01 2010,375
1913485,"(42.4279662, -94.1817881)",Webster,Clare,July 01 2010,146
1919180,"(42.4279662, -94.1817881)",Webster,Dayton,July 01 2010,832
1922755,"(42.4279662, -94.1817881)",Webster,Duncombe,July 01 2010,409
1926940,"(42.4279662, -94.1817881)",Webster,Farnhamville (pt.),July 01 2010,0
1928515,"(42.4279662, -94.1817881)",Webster,Fort Dodge,July 01 2010,25121
1931710,"(42.4279662, -94.1817881)",Webster,Gowrie,July 01 2010,1034
1934410,"(42.4279662, -94.1817881)",Webster,Harcourt,July 01 2010,302
1944265,"(42.4279662, -94.1817881)",Webster,Lehigh,July 01 2010,415
1953895,"(42.4279662, -94.1817881)",Webster,Moorland,July 01 2010,168
1960105,"(42.4279662, -94.1817881)",Webster,Otho,July 01 2010,540
1980400,"(42.0801864, -92.0656912)",Benton,Van Horne,July 01 2011,683
1975810,"(42.4279662, -94.1817881)",Webster,Stratford (pt.),July 01 2010,30
1981075,"(42.4279662, -94.1817881)",Webster,Vincent,July 01 2010,173
1999990,"(42.4279662, -94.1817881)",Webster,Balance of Webster County,July 01 2010,7589
1909280,"(42.4279662, -93.7341955)",Winnebago,Buffalo Center,July 01 2010,903
1928380,"(43.3775678, -93.7341955)",Winnebago,Forest City (pt.),July 01 2010,3801
1942555,"(43.3775678, -93.7341955)",Winnebago,Lake Mills,July 01 2010,2094
1944355,"(43.3775678, -93.7341955)",Winnebago,Leland,July 01 2010,288
1965415,"(43.3775678, -93.7341955)",Winnebago,Rake,July 01 2010,224
1971040,"(43.3775678, -93.7341955)",Winnebago,Scarville,July 01 2010,72
1977745,"(43.3775678, -93.7341955)",Winnebago,Thompson,July 01 2010,501
1999990,"(43.3775678, -93.7341955)",Winnebago,Balance of Winnebago County,July 01 2010,2953
1910045,"(43.3775678, -91.8437074)",Winneshiek,Calmar,July 01 2010,982
1911485,"(43.2906746, -91.8437074)",Winneshiek,Castalia,July 01 2010,173
1919405,"(43.2906746, -91.8437074)",Winneshiek,Decorah,July 01 2010,8135
1928425,"(43.2906746, -91.8437074)",Winneshiek,Fort Atkinson,July 01 2010,347
1939135,"(43.2906746, -91.8437074)",Winneshiek,Jackson Junction,July 01 2010,58
1959970,"(43.2906746, -91.8437074)",Winneshiek,Ossian,July 01 2010,845
1967035,"(43.2906746, -91.8437074)",Winneshiek,Ridgeway,July 01 2010,307
1974370,"(43.2906746, -91.8437074)",Winneshiek,Spillville,July 01 2010,370
1999990,"(43.2906746, -91.8437074)",Winneshiek,Balance of Winneshiek County,July 01 2010,9858
1902350,"(43.2906746, -96.0447673)",Woodbury,Anthon,July 01 2010,566
1908650,"(42.3897169, -96.0447673)",Woodbury,Bronson,July 01 2010,322
1916545,"(42.3897169, -96.0447673)",Woodbury,Correctionville,July 01 2010,822
1917940,"(42.3897169, -96.0447673)",Woodbury,Cushing,July 01 2010,220
1918390,"(42.3897169, -96.0447673)",Woodbury,Danbury,July 01 2010,349
1937200,"(42.3897169, -96.0447673)",Woodbury,Hornick,July 01 2010,225
1943905,"(42.3897169, -96.0447673)",Woodbury,Lawton,July 01 2010,910
1954930,"(42.3897169, -96.0447673)",Woodbury,Moville,July 01 2010,1621
1960240,"(42.3897169, -96.0447673)",Woodbury,Oto,July 01 2010,108
1962760,"(42.3897169, -96.0447673)",Woodbury,Pierson,July 01 2010,367
1970320,"(42.3897169, -96.0447673)",Woodbury,Salix,July 01 2010,372
1971625,"(42.3897169, -96.0447673)",Woodbury,Sergeant Bluff,July 01 2010,4316
1973335,"(42.3897169, -96.0447673)",Woodbury,Sioux City (pt.),July 01 2010,82816
1973605,"(42.3897169, -96.0447673)",Woodbury,Sloan,July 01 2010,975
1973650,"(42.3897169, -96.0447673)",Woodbury,Smithland,July 01 2010,224
1999990,"(42.3897169, -96.0447673)",Woodbury,Balance of Woodbury County,July 01 2010,8141
1927390,"(42.3897169, -93.2608476)",Worth,Fertile,July 01 2010,370
1931890,"(43.3773984, -93.2608476)",Worth,Grafton,July 01 2010,252
1934185,"(43.3773984, -93.2608476)",Worth,Hanlontown,July 01 2010,226
1939855,"(43.3773984, -93.2608476)",Worth,Joice,July 01 2010,222
1940665,"(43.3773984, -93.2608476)",Worth,Kensett,July 01 2010,266
1948900,"(43.3773984, -93.2608476)",Worth,Manly,July 01 2010,1322
1957630,"(43.3773984, -93.2608476)",Worth,Northwood,July 01 2010,1987
1999990,"(43.3773984, -93.2608476)",Worth,Balance of Worth County,July 01 2010,2945
1905680,"(43.3773984, -93.7351465)",Wright,Belmond,July 01 2010,2368
1913620,"(42.7331189, -93.7351465)",Wright,Clarion,July 01 2010,2839
1922305,"(42.7331189, -93.7351465)",Wright,Dows (pt.),July 01 2010,458
1923250,"(42.7331189, -93.7351465)",Wright,Eagle Grove,July 01 2010,3569
1929550,"(42.7331189, -93.7351465)",Wright,Galt,July 01 2010,32
1931530,"(42.7331189, -93.7351465)",Wright,Goldfield,July 01 2010,633
1969015,"(42.7331189, -93.7351465)",Wright,Rowan,July 01 2010,158
1987015,"(42.7331189, -93.7351465)",Wright,Woolstock,July 01 2010,167
1999990,"(42.7331189, -93.7351465)",Wright,Balance of Wright County,July 01 2010,2955
1900370,"(41.3307464, -94.4709413)",Adair,Adair (pt.),July 01 2011,748
1908425,"(41.3307464, -94.4709413)",Adair,Bridgewater,July 01 2011,179
1911395,"(41.3307464, -94.4709413)",Adair,Casey (pt.),July 01 2011,10
1928290,"(41.3307464, -94.4709413)",Adair,Fontanelle,July 01 2011,660
1932790,"(41.3307464, -94.4709413)",Adair,Greenfield,July 01 2011,1942
1959565,"(41.3307464, -94.4709413)",Adair,Orient,July 01 2011,401
1975990,"(41.3307464, -94.4709413)",Adair,Stuart (pt.),July 01 2011,691
1999990,"(41.3307464, -94.4709413)",Adair,Balance of Adair County,July 01 2011,2914
1910585,"(41.0289839, -94.6991849)",Adams,Carbon,July 01 2011,34
1916500,"(41.0289839, -94.6991849)",Adams,Corning,July 01 2011,1618
1944490,"(41.0289839, -94.6991849)",Adams,Lenox (pt.),July 01 2011,0
1956865,"(41.0289839, -94.6991849)",Adams,Nodaway,July 01 2011,113
1964560,"(41.0289839, -94.6991849)",Adams,Prescott,July 01 2011,255
1999990,"(41.0289839, -94.6991849)",Adams,Balance of Adams County,July 01 2011,1974
1934590,"(43.2842838, -91.3780923)",Allamakee,Harpers Ferry,July 01 2011,329
1943275,"(43.2842838, -91.3780923)",Allamakee,Lansing,July 01 2011,985
1955785,"(43.2842838, -91.3780923)",Allamakee,New Albin,July 01 2011,519
1964290,"(43.2842838, -91.3780923)",Allamakee,Postville (pt.),July 01 2011,1917
1982470,"(43.2842838, -91.3780923)",Allamakee,Waterville,July 01 2011,143
1982740,"(43.2842838, -91.3780923)",Allamakee,Waukon,July 01 2011,3872
1999990,"(43.2842838, -91.3780923)",Allamakee,Balance of Allamakee County,July 01 2011,6443
1912315,"(40.7431635, -92.8686104)",Appanoose,Centerville,July 01 2011,5640
1913395,"(40.7431635, -92.8686104)",Appanoose,Cincinnati,July 01 2011,356
1926310,"(40.7431635, -92.8686104)",Appanoose,Exline,July 01 2011,159
1953985,"(40.7431635, -92.8686104)",Appanoose,Moravia (pt.),July 01 2011,660
1954390,"(40.7431635, -92.8686104)",Appanoose,Moulton,July 01 2011,603
1955200,"(40.7431635, -92.8686104)",Appanoose,Mystic,July 01 2011,421
1957945,"(40.7431635, -92.8686104)",Appanoose,Numa,July 01 2011,92
1963345,"(40.7431635, -92.8686104)",Appanoose,Plano,July 01 2011,70
1965730,"(40.7431635, -92.8686104)",Appanoose,Rathbun,July 01 2011,89
1979410,"(40.7431635, -92.8686104)",Appanoose,Udell,July 01 2011,47
1979680,"(40.7431635, -92.8686104)",Appanoose,Unionville,July 01 2011,101
1999990,"(40.7431635, -92.8686104)",Appanoose,Balance of Appanoose County,July 01 2011,4608
1903655,"(41.6845893, -94.9058222)",Audubon,Audubon,July 01 2011,2125
1908200,"(41.6845893, -94.9058222)",Audubon,Brayton,July 01 2011,124
1926265,"(41.6845893, -94.9058222)",Audubon,Exira,July 01 2011,811
1932565,"(41.6845893, -94.9058222)",Audubon,Gray,July 01 2011,63
1941295,"(41.6845893, -94.9058222)",Audubon,Kimballton,July 01 2011,312
1999990,"(41.6845893, -94.9058222)",Audubon,Balance of Audubon County,July 01 2011,2568
1903475,"(42.0801864, -92.0656912)",Benton,Atkins,July 01 2011,1689
1905590,"(42.0801864, -92.0656912)",Benton,Belle Plaine,July 01 2011,2529
1906805,"(42.0801864, -92.0656912)",Benton,Blairstown,July 01 2011,690
1930000,"(42.0801864, -92.0656912)",Benton,Garrison,July 01 2011,371
1941115,"(42.0801864, -92.0656912)",Benton,Keystone,July 01 2011,618
1947505,"(42.0801864, -92.0656912)",Benton,Luzerne,July 01 2011,96
1954435,"(42.0801864, -92.0656912)",Benton,Mount Auburn,July 01 2011,150
1956055,"(42.0801864, -92.0656912)",Benton,Newhall,July 01 2011,872
1957720,"(42.0801864, -92.0656912)",Benton,Norway,July 01 2011,545
1972480,"(42.0801864, -92.0656912)",Benton,Shellsburg,July 01 2011,985
1979905,"(42.0801864, -92.0656912)",Benton,Urbana,July 01 2011,1460
1981210,"(42.0801864, -92.0656912)",Benton,Vinton,July 01 2011,5255
1981840,"(42.0801864, -92.0656912)",Benton,Walford (pt.),July 01 2011,1079
1999990,"(42.0801864, -92.0656912)",Benton,Balance of Benton County,July 01 2011,9057
1911755,"(42.4700957, -92.3088197)",Black Hawk,Cedar Falls,July 01 2011,39583
1922845,"(42.4700957, -92.3088197)",Black Hawk,Dunkerton,July 01 2011,853
1924870,"(42.4700957, -92.3088197)",Black Hawk,Elk Run Heights,July 01 2011,1124
1925995,"(42.4700957, -92.3088197)",Black Hawk,Evansdale,July 01 2011,4761
1930675,"(42.4700957, -92.3088197)",Black Hawk,Gilbertville,July 01 2011,721
1937470,"(42.4700957, -92.3088197)",Black Hawk,Hudson,July 01 2011,2295
1939405,"(42.4700957, -92.3088197)",Black Hawk,Janesville (pt.),July 01 2011,127
1939585,"(42.4700957, -92.3088197)",Black Hawk,Jesup (pt.),July 01 2011,120
1943365,"(42.4700957, -92.3088197)",Black Hawk,La Porte City,July 01 2011,2289
1965820,"(42.4700957, -92.3088197)",Black Hawk,Raymond,July 01 2011,788
1982425,"(42.4700957, -92.3088197)",Black Hawk,Waterloo,July 01 2011,68399
1999990,"(42.4700957, -92.3088197)",Black Hawk,Balance of Black Hawk County,July 01 2011,10410
1905185,"(42.0365493, -93.931671)",Boone,Beaver,July 01 2011,48
1906040,"(42.0365493, -93.931671)",Boone,Berkley,July 01 2011,32
1907480,"(42.0365493, -93.931671)",Boone,Boone,July 01 2011,12624
1907750,"(42.0365493, -93.931671)",Boone,Boxholm,July 01 2011,194
1928920,"(42.0365493, -93.931671)",Boone,Fraser,July 01 2011,102
1947280,"(42.0365493, -93.931671)",Boone,Luther,July 01 2011,122
1948450,"(42.0365493, -93.931671)",Boone,Madrid,July 01 2011,2562
1958665,"(42.0365493, -93.931671)",Boone,Ogden,July 01 2011,2042
1962850,"(42.0365493, -93.931671)",Boone,Pilot Mound,July 01 2011,173
1972345,"(42.0365493, -93.931671)",Boone,Sheldahl (pt.),July 01 2011,29
1986970,"(42.0365493, -93.931671)",Boone,Woodward (pt.),July 01 2011,452
1999990,"(42.0365493, -93.931671)",Boone,Balance of Boone County,July 01 2011,7906
1920035,"(42.7745873, -92.3180548)",Bremer,Denver,July 01 2011,1768
1929010,"(42.7745873, -92.3180548)",Bremer,Frederika,July 01 2011,196
1939405,"(42.7745873, -92.3180548)",Bremer,Janesville (pt.),July 01 2011,804
1963210,"(42.7745873, -92.3180548)",Bremer,Plainfield,July 01 2011,434
1965910,"(42.7745873, -92.3180548)",Bremer,Readlyn,July 01 2011,811
1976260,"(42.7745873, -92.3180548)",Bremer,Sumner (pt.),July 01 2011,1992
1978915,"(42.7745873, -92.3180548)",Bremer,Tripoli,July 01 2011,1313
1982875,"(42.7745873, -92.3180548)",Bremer,Waverly,July 01 2011,9974
1999990,"(42.7745873, -92.3180548)",Bremer,Balance of Bremer County,July 01 2011,7084
1903835,"(42.4707777, -91.8378392)",Buchanan,Aurora,July 01 2011,184
1908155,"(42.4707777, -91.8378392)",Buchanan,Brandon,July 01 2011,308
1926355,"(42.4707777, -91.8378392)",Buchanan,Fairbank (pt.),July 01 2011,814
1935580,"(42.4707777, -91.8378392)",Buchanan,Hazleton,July 01 2011,820
1938100,"(42.4707777, -91.8378392)",Buchanan,Independence,July 01 2011,5946
1939585,"(42.4707777, -91.8378392)",Buchanan,Jesup (pt.),July 01 2011,2425
1943005,"(42.4707777, -91.8378392)",Buchanan,Lamont,July 01 2011,457
1965235,"(42.4707777, -91.8378392)",Buchanan,Quasqueton,July 01 2011,552
1969060,"(42.4707777, -91.8378392)",Buchanan,Rowley,July 01 2011,263
1974955,"(42.4707777, -91.8378392)",Buchanan,Stanley (pt.),July 01 2011,119
1986565,"(42.4707777, -91.8378392)",Buchanan,Winthrop,July 01 2011,847
1999990,"(42.4707777, -91.8378392)",Buchanan,Balance of Buchanan County,July 01 2011,8176
1900865,"(42.7354936, -95.151149)",Buena Vista,Albert City,July 01 2011,697
1901495,"(42.7354936, -95.151149)",Buena Vista,Alta,July 01 2011,1926
1942645,"(42.7354936, -95.151149)",Buena Vista,Lakeside,July 01 2011,703
1945480,"(42.7354936, -95.151149)",Buena Vista,Linn Grove,July 01 2011,155
1949260,"(42.7354936, -95.151149)",Buena Vista,Marathon,July 01 2011,238
1955965,"(42.7354936, -95.151149)",Buena Vista,Newell,July 01 2011,876
1966360,"(42.7354936, -95.151149)",Buena Vista,Rembrandt,July 01 2011,205
1973425,"(42.7354936, -95.151149)",Buena Vista,Sioux Rapids,July 01 2011,779
1975630,"(42.7354936, -95.151149)",Buena Vista,Storm Lake,July 01 2011,10632
1979095,"(42.7354936, -95.151149)",Buena Vista,Truesdale,July 01 2011,81
1999990,"(42.7354936, -95.151149)",Buena Vista,Balance of Buena Vista County,July 01 2011,3990
1901315,"(42.7315661, -92.7901934)",Butler,Allison,July 01 2011,1027
1902395,"(42.7315661, -92.7901934)",Butler,Aplington,July 01 2011,1125
1902620,"(42.7315661, -92.7901934)",Butler,Aredale,July 01 2011,74
1908560,"(42.7315661, -92.7901934)",Butler,Bristow,July 01 2011,160
1913755,"(42.7315661, -92.7901934)",Butler,Clarksville,July 01 2011,1436
1922620,"(42.7315661, -92.7901934)",Butler,Dumont,July 01 2011,636
1932745,"(42.7315661, -92.7901934)",Butler,Greene (pt.),July 01 2011,1136
1956145,"(42.7315661, -92.7901934)",Butler,New Hartford,July 01 2011,516
1961590,"(42.7315661, -92.7901934)",Butler,Parkersburg,July 01 2011,1920
1972435,"(42.7315661, -92.7901934)",Butler,Shell Rock,July 01 2011,1315
1999990,"(42.7315661, -92.7901934)",Butler,Balance of Butler County,July 01 2011,5624
1926940,"(42.3851848, -94.6404136)",Calhoun,Farnhamville (pt.),July 01 2011,365
1939900,"(42.3851848, -94.6404136)",Calhoun,Jolley,July 01 2011,39
1941790,"(42.3851848, -94.6404136)",Calhoun,Knierim,July 01 2011,59
1942465,"(42.3851848, -94.6404136)",Calhoun,Lake City,July 01 2011,1711
1946245,"(42.3851848, -94.6404136)",Calhoun,Lohrville,July 01 2011,362
